Pressure (hPa),theta (K),Temp (K),qv (g/kg),RH (%),qliq (g/kg),qice (g/kg),qsnow (g/kg),qrain (g/kg),qgraupel (g/kg)
1003.5790071658564,303.45834885192545,303.76824149161018,33.671900612240158,118.16774801904081,0,0,0,0,0
996.41402441262312,298.84164986261868,298.53511339137697,15.208790953120385,72.719952820569375,5.1827281907521601e-96,0,0,0.007051221,1.1851522886238959e-07
989.2484027980131,298.5807910530886,297.6583838408348,15.094356645635356,75.603478833337633,4.2048072219836481e-78,0,0,0.006789244,1.359787500759441e-07
982.00795783398439,298.6885165021248,297.1387739032478,15.002066044211118,77.005403807502546,7.5611281772956039e-71,0,0,0.006667267,1.5782648580127052e-07
974.61313365461172,298.71242607069593,296.51862024011854,14.959723729161288,79.176461969207693,5.0179061667047953e-56,0,7.9115062491609555e-299,0.00668889,1.8435512244730773e-07
966.93843588156642,298.74422933128386,295.87800033324589,14.904413075297347,81.425321348022081,1.4154029898654433e-37,0,1.1371418249843137e-299,0.006768687,2.170242084657072e-07
958.83257614239983,298.7770506656363,295.1962054,14.835679744263034,83.846951663705198,4.447107830161255e-16,0,1.2660341090931439e-274,0.006922903,2.5801976180639496e-07
950.13864093638267,298.81741056678698,294.46490593001829,14.742826507862443,86.422456148630076,1.2176935458325505e-11,0,1.4698540000031192e-264,0.007125327,3.1044385966584359e-07
940.72237900342327,298.87360107232894,293.67900190193501,14.595930650518877,88.995357570814733,3.0996925728246147e-08,7.2479430244910868e-321,9.6731473644407756e-263,0.007383591,3.7910713533028435e-07
930.4960383,298.94970520606103,292.83286196021368,14.361474626844046,91.366851988167653,4.574078165567748e-05,2.2052623207917962e-306,1.2618938782202864e-236,0.007681112,4.7055004274881692e-07
919.42636239465617,299.1559877132625,292.02890406596248,13.881642789552229,91.829407604657305,0.001564154,2.259977029122218e-277,5.4331482312725199e-226,0.008026168,5.944975160816855e-07
907.515871,299.50592591365199,291.27666759965973,13.186469017201659,90.319956424800012,0.003511303,5.8557256772775976e-272,4.0027277631126938e-191,0.008397515,7.6307097469846559e-07
894.75969176552348,299.91199192443582,290.48649580840697,12.451475003523933,88.438986960066686,0.004345322,3.3996209083570205e-247,1.8792210057796307e-181,0.008819752,9.9683506748433786e-07
881.10775479854783,300.38441652549807,289.65967697026946,11.773031876293127,86.834644319794251,0.004781629,2.3669646573485334e-237,6.291168396355187e-178,0.009309484,1.3289940121138431e-06
866.45498259601288,300.87716489494738,288.73732794625505,11.206642181767469,86.276388826827372,0.005406261,3.4585965969687248e-212,1.3406767036089278e-156,0.009885396,1.8194098929079465e-06
850.66872420888467,301.49178856249159,287.79868849448354,10.713963899363923,86.079454859578746,0.006085626,9.6422519725649677e-198,2.6682794472759201e-132,0.010539850449531724,2.5828020518673897e-06
833.64559388934572,302.25079995624515,286.84744036049545,10.230563288490279,85.725492151609245,0.006442143,1.1798799230924139e-169,6.0431799929750062e-121,0.011240571791828913,3.8529837417063581e-06
815.36890159117854,303.03524245163374,285.76017533744738,9.7168093773371584,85.556426449187057,0.006699542,5.0843756501541839e-162,1.9133854796911272e-103,0.012015626339982594,6.1343348546990541e-06
795.94597919194848,303.8837884198627,284.5753367986083,9.158694634814486,85.178180895466085,0.006725806,5.835351247451803e-151,3.0178296899002543e-91,0.012885335525555474,1.0591678801834163e-05
775.60658797742315,304.81853126475369,283.32757157727366,8.5573834050451509,84.329683931325008,0.006464588,5.5598196077712155e-116,3.970343706124899e-77,0.013795695535477118,2.0142255014398932e-05
754.65955126406607,305.83443334407929,282.03534613939502,7.9245148511267507,82.940116082731677,0.005843942,1.5261280823861506e-111,2.3700803230719418e-61,0.014638433637982928,4.2686397524052864e-05
733.43070267335133,306.91100838290481,280.7071179,7.2782895749819803,81.081129526081767,0.004872084,1.0224010265187878e-94,2.9008343215308564e-37,0.015262857097960669,0.000101283
712.20761947503922,308.02242511718617,279.34557614072025,6.6411515865046526,78.937146338711983,0.00376885,1.9350938125194335e-74,1.6489290955586036e-12,0.015478647084940199,0.000266484
691.20791049555862,309.14855234218743,277.95404932851699,6.033219064625273,76.707984239110928,0.002772934,3.9758944409887206e-60,7.8554404173244662e-10,0.015033243946024833,0.000752771
670.5736865,310.28384955320706,276.54288276199361,5.4650226298805702,74.478977851014562,0.002019655,1.1328858973544878e-36,9.2379197151434783e-08,0.013613805953729909,0.002122907
650.3839247,311.37452148108588,275.07380710582748,4.9528007026312544,72.712866212042869,0.001565861,6.6177006520028763e-34,4.2358539866120856e-06,0.011078442946767738,0.005089048
630.67402811686134,312.35209554015381,273.49282075725858,4.5349042724179842,72.384257842381871,0.001364759,1.8323836997062132e-13,2.6575981680370601e-05,0.009096379,0.0067023
611.45428233122652,313.22511286986332,271.8123264437167,4.1908902592908763,73.364204299992792,0.001309726,8.7952522681459189e-11,2.8022400631321531e-05,0.007973203,0.006775373
592.71920884622148,314.08692891936255,270.1159147,3.8622320074452428,74.351563102577032,0.001370799,6.0926543298490169e-09,8.7789397607680134e-05,0.007077996,0.007566122
574.45505226858313,314.95195574980295,268.41613770681016,3.5571935713054699,75.447155197609874,0.001507166,1.2435532282910211e-07,0.000251522,0.00631386,0.008705373
556.65260004906315,315.89851345912473,266.7793103473316,3.267932480626103,76.118493508553087,0.001639898,2.9978223889029062e-07,0.000598087,0.005674237,0.009899983
539.30779530302743,316.8790282510052,265.1643900233845,2.9919283353723367,76.520051366833059,0.001735263,2.5915167836068552e-07,0.001221093,0.005289101,0.010868997746408938
522.41380552772557,317.80484289769873,263.49736558091308,2.7291560568872137,77.077560982881494,0.001800657,1.5080105523326701e-07,0.002279641,0.005088367,0.011652640981333597
505.96150436091227,318.70999668612887,261.8073794361494,2.4789422858563741,77.586120890565937,0.001821894,1.097738917286752e-07,0.003995509,0.004914412,0.012407538676729257
489.94149636014373,319.62470634207284,260.1194637854465,2.2390260183095281,77.785045370973535,0.001798049,1.4520541706303589e-07,0.006513906,0.004679396,0.013147366194591203
474.34417837126739,320.54755382548097,258.43227230276602,2.0082818799432625,77.57834690556561,0.001722335,2.4310448237007632e-07,0.009874568,0.004340625,0.013848560777626803
459.15946906760792,321.43759027653454,256.71278164854516,1.788431277845228,77.170487189669331,0.001605805,4.1312485752147554e-07,0.014076304457542895,0.003878892,0.014520671337614151
444.37690147340521,322.2897756027981,254.95746554616724,1.5822458345086028,76.650179345978856,0.001464488,6.900705682184457e-07,0.019052994148727399,0.003292381,0.015189461861951904
429.98697286626538,323.13593555769643,253.19198278672488,1.388430605449688,75.743554285711326,0.001281253,1.1126590618331791e-06,0.024452695316835131,0.002585308,0.015830180605525258
415.97927830645477,323.90753545061762,251.36295811601371,1.2069208675572978,74.728465733417906,0.001085172,1.7576017779471682e-06,0.030512409749078637,0.001815644,0.016473766572161895
402.34207106309435,324.60932957572294,249.47505902768035,1.0408992586114558,73.717329888952079,0.000897858,2.7356900750447763e-06,0.037256012373569583,0.001078209,0.017117553145774362
389.06580822189585,325.28715383947002,247.56440965892747,0.89238976917103918,72.636572062328867,0.000714834,4.1524449157918765e-06,0.043880003059499906,0.000490758,0.017604962876757304
376.14288707230742,325.91142090389468,245.60925826734851,0.76082983734210963,71.676759547283353,0.000549341,6.2006832067021294e-06,0.050128323058029181,0.000150972,0.017797351635468615
363.56583823404338,326.50235890341446,243.62590154163149,0.64229892346899242,70.44322767781118,0.000403329,8.9742134788427668e-06,0.055974948,2.933350793095858e-05,0.017703326888090766
351.32489240297065,327.00048560516615,241.57066984482159,0.53543218280545402,69.066060174278874,0.000281369,1.2580432221936786e-05,0.062368077461664825,4.1239743269156249e-06,0.017475885440559828
339.40832313975909,327.42550166975303,239.45909217060779,0.44232967168488607,67.728744715897236,0.000183009,1.6878920836572717e-05,0.068893169,5.959818613034856e-07,0.017208934912120118
327.80734209468892,327.84527575160109,237.34145529434093,0.36321413987424883,66.323762032253043,0.000107014,2.1238204841361716e-05,0.073867807,1.2031469867749352e-07,0.016864015193310489
316.51574244756836,328.22362212680974,235.19194838602888,0.29655020713723773,65.061125829358332,5.0048786904728064e-05,3.3729923621744626e-05,0.077612809739312741,2.113502016038689e-08,0.016454983
305.5274066110498,328.57293981920481,233.02028291960823,0.23968885128378042,63.612197441676521,1.0391548114967138e-05,9.2241367192892384e-05,0.080480389375481104,4.1813254073906237e-09,0.016021443915804106
294.83450039440481,328.85299756662812,230.79852080677838,0.19166657937317061,62.155915333577816,2.7809285355286539e-07,0.000128894,0.083404220924776271,5.545431164557883e-10,0.015611649
284.42772608091428,329.08427856251461,228.54172800196912,0.15222807977523861,60.865589810772008,3.6874011049825838e-11,0.000153991,0.085792610215610868,1.6184622791988092e-11,0.015236520862072977
274.29996050411938,329.32183897833818,226.28846730064237,0.12004789238552041,59.482108648509097,1.822331712356396e-11,0.000174938,0.086478100638889527,5.1186183015845598e-19,0.014855540551191555
264.44599288414628,329.54424601275281,224.02403037719833,0.093970958710233546,58.102314860605667,9.8361306149989665e-17,0.000189386,0.085946789156646289,1.5444618991236872e-19,0.014456884
254.85983875844221,329.73102734455614,221.73484407836852,0.073063172022105854,56.873570404959956,1.1178741699185519e-11,0.000198024,0.084923799286075741,3.3664113435976256e-20,0.014061569
245.53485722568533,329.89526719961447,219.43011570663131,0.056491908528658367,55.818177794063047,1.9466882453461625e-11,0.000202048,0.083278496239626063,2.4161225404564534e-19,0.013674199255341291
236.46543449989932,330.06436347129153,217.12822414009747,0.043361116951619767,54.727626942236192,2.6445801426247264e-11,0.000203697,0.080559831811195762,7.3096254576209745e-20,0.013261125035381292
227.64686202755937,330.2339545100387,214.8262251228665,0.033043591982268937,53.64163873503967,2.0721134350409918e-11,0.000203758,0.076920038,1.2364135891366098e-19,0.012805161551676032
219.07424904441737,330.38732138423751,212.51323299014064,0.025056884906700671,52.76966832165698,9.1792735894843582e-12,0.000204817,0.072810575936856248,1.5032344391638294e-19,0.012294409674025893
210.74255556668118,330.53354035272338,210.19513393342089,0.018929476424193521,52.145467384414779,1.4228966803207627e-11,0.000209396,0.068136775446990011,7.5118330499778123e-20,0.011704978020329557
202.64705766067848,330.69319866151898,207.88490588624927,0.014235165464760105,51.642818843795915,2.5217495780345844e-12,0.000219555,0.062520293843508865,2.1137857602266182e-20,0.010982541518036824
194.7833118291997,330.83794785655283,205.56464051953762,0.010747241986137947,51.843584286901958,8.7150328556256993e-12,0.000237675,0.056127075462634145,3.224394091618223e-21,0.010110884190116364
187.14696289888764,331.07425631625023,203.30064072960559,0.008050889,51.660859624886157,5.3613781108299159e-12,0.000271653,0.048173588047713017,2.6385121035477164e-21,0.009041312
179.7337090096795,331.38444003077552,201.08136322716396,0.006028944,51.551887061393288,1.0990406740948117e-12,0.000334415,0.039297280468316112,7.1642635502958797e-21,0.007812798
172.53932361931479,331.74041075386145,198.88921341440377,0.004527022,51.808120475885254,2.1133139157814027e-12,0.000446803,0.030487470077261755,3.2717228814933083e-21,0.006493276
165.55930122105292,332.21660518808977,196.76768713801292,0.003404067,52.010228693877401,5.9133025530904176e-12,0.000629053,0.022310401519649057,3.5849687061797981e-15,0.00515725
158.78758694496352,332.79479363523717,194.70308680673108,0.002562321,52.220558597403709,1.5402167044035096e-11,0.000839949,0.015369564482225189,1.6430533563132788e-14,0.003892538
152.21471432546539,333.4636144890431,192.68460881489435,0.001932261,52.556272906677798,7.8771545055485747e-11,0.000999707,0.009933236,5.9542589658749993e-17,0.002761983
145.82529703208687,334.48958500141424,190.85839869255011,0.001480076,52.416171401286284,7.4792999663872089e-10,0.001045408,0.005817883,1.7568469015347494e-17,0.001812182
139.59271651096998,336.01131929188506,189.28636784846586,0.001174915,52.169236416128705,2.5352565972610934e-10,0.00094484,0.002992879,1.7602828479782135e-16,0.001097522
133.4718827401486,338.05379585757072,187.95401719531949,0.00097122,52.051995564759757,2.2246133025999112e-10,0.00074039,0.00136097,1.2346280515076728e-14,0.000615841
127.39545156679038,340.59106723946155,186.80558035861088,0.000826268,51.839163018151055,3.3193278441006638e-10,0.000520459,0.00055144,4.4125752865819582e-16,0.000321003
121.27760637962351,343.31413483408784,185.61870821025866,0.000696878,51.57483292,3.4457467137125659e-10,0.000343674,0.000205237,2.7001666260798014e-17,0.000152963
115.03023349136959,346.03951579846472,184.23620049751622,0.000569561,51.547548975830068,4.061818346488814e-11,0.000230804,7.2655416615614919e-05,3.5805023910699661e-18,6.2189418386201766e-05
108.59044680852848,349.05316589096992,182.75210344750161,0.00045953,51.841989736992502,4.1066767205695444e-11,0.000168171,2.5026881070972427e-05,1.751936530012751e-18,1.9189924760505143e-05
101.94699357453212,353.25097644631239,181.57810323572187,0.000400546,53.021622284782524,5.6138455723055081e-13,0.000136571,9.6760195864719116e-06,4.2958563731114143e-21,4.0338839693635298e-06
95.152541881617594,359.28188659688431,180.99245163472975,0.000399592,55.20669330141304,1.0449011892235254e-13,0.00011679,5.3229333952602505e-06,3.0688822868738444e-24,3.8681645825556279e-07
88.317494242907557,367.75807268983749,181.25922463542057,0.000464713,56.441830092459327,5.5424077230641506e-14,9.5045409081738518e-05,4.3986993556608545e-06,1.962309987919154e-24,3.5282683800992762e-09
81.580655528879575,378.01383482857381,182.02430886555493,0.000619892,59.872965227792207,4.1367938691023746e-21,8.0463234210488032e-05,3.2927661363381381e-06,1.3719976939390858e-24,1.0680941447383582e-10
75.072058853350214,388.8211577586942,182.70779161455513,0.000816028,63.508460811058221,2.2368989483271762e-14,7.0095886415016663e-05,2.409868869578333e-06,8.5430789425041166e-25,1.3129006064615928e-12
68.894222787245965,400.01073063854182,183.27376280763212,0.001012022,64.776457309213257,3.8774537154801551e-13,5.4971266145362767e-05,1.2498436877900921e-06,1.5037319151687297e-23,5.0875946765272957e-33
63.116632052759378,411.27402523727392,183.62870717883928,0.001172887,64.16469364802839,9.103073980512423e-14,3.5969908735860155e-05,8.4105050151481339e-07,5.7185234228325861e-24,7.5709269223191598e-56
57.773487080631895,422.49046613683555,183.76444361434056,0.001275032,62.093740092154931,1.9871125456437743e-12,1.8705023510177188e-05,8.6033191181722689e-07,1.1844923820796646e-22,3.3455220493420244e-72
52.866375839581288,433.78693525013756,183.77075322241765,0.00132824,58.847187754609372,1.2862354549517573e-34,1.5619199630122858e-05,1.3149060253909552e-05,4.3402559840632118e-44,8.5367524150540047e-78